SYSTEM IP,SYSTEM NAME,MANAGER,SCAN ID,STATUS,FIX,CIS,PCI,IOS,DESCRIPTION,CHECK NAME
IP_001,HOST_A,server,SCAN_001,PASS,"Edit /root/.bash_profile and /root/.bashrc and remove, comment out, or update any line with umask to be 0027 or more restrictive.",3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,"The user file-creation mode mask (umask) is used to determine the file permission for newly created directories and files. In Linux, the default permissions for any newly created directory is 0777 (rwxrwxrwx), and for any newly created file it is 0666 (rw-rw-rw-). The umask modifies the default Linux permissions by restricting (masking) these permissions. The umask is not simply subtracted, but is processed bitwise. Bits set in the umask are cleared in the resulting file mode. umask can be set with either Octal or Symbolic values: - Octal (Numeric) Value - Represented by either three or four digits. ie umask 0027 or umask 027. If a four digit umask is used, the first digit is ignored. The remaining three digits effect the resulting permissions for user, group, and world/other respectively. - Symbolic Value - Represented by a comma separated list for User u, group g, and world/other o. The permissions listed are not masked by umask. ie a umask set by umask u=rwx,g=rx,o= is the Symbolic equivalent of the Octal umask 027. This umask would set a newly created directory with file mode drwxr-x--- and a newly created file with file mode rw-r-----. root user Shell Configuration Files: - /root/.bash_profile - Is executed to configure the root users' shell before the initial command prompt. Is only read by login shells. - /root/.bashrc - Is executed for interactive shells. only read by a shell that's both interactive and non-login umask is set by order of precedence. If umask is set in multiple locations, this order of precedence will determine the system's default umask. Order of precedence: 1. /root/.bash_profile 2. /root/.bashrc 3. The system default umask Internal Only - General.",Ensure root user umask is configured.
IP_001,HOST_A,server,SCAN_001,NA,Edit the /etc/systemd/journal-upload.conf file or a file in /etc/systemd/journal- upload.conf.d ending in .conf and ensure the following lines are set in the [Upload] section per your environment: [Upload] URL=192.168.50.42 ServerKeyFile=/etc/ssl/private/journal-upload.pem ServerCertificateFile=/etc/ssl/certs/journal-upload.pem TrustedCertificateFile=/etc/ssl/ca/trusted.pem Restart the service: # systemctl restart systemd-journal-upload.,8.2,"10.2,10.3",A.12.4.1,Journald systemd-journal-upload supports the ability to send log events it gathers to a remote log host.,Ensure systemd-journal-remote authentication is configured.
IP_001,HOST_A,server,SCAN_001,FAIL,"Run the following commands to unmask, enable and start systemd-journal-upload: # systemctl unmask systemd-journal-upload.service # systemctl --now enable systemd-journal-upload.service.",8.2,"10.2,10.3",A.12.4.1,Journald systemd-journal-upload supports the ability to send log events it gathers to a remote log host.,Ensure systemd-journal-upload is enabled and active.
IP_001,HOST_A,server,SCAN_001,FAIL,"Set the space_left_action parameter in /etc/audit/auditd.conf to email, exec, single, or halt: Example: space_left_action = email Set the admin_space_left_action parameter in /etc/audit/auditd.conf to single or halt: Example: admin_space_left_action = single Note: A Mail Transfer Agent (MTA) must be installed and configured properly to set space_left_action = email Internal Only - General.","8.2,8.3","10.2,10.3,10.7",A.12.4.1,"The auditd daemon can be configured to halt the system, put the system in single user mode or send a warning message, if the partition that holds the audit log files is low on space. The space_left_action parameter tells the system what action to take when the system has detected that it is starting to get low on disk space. Valid values are ignore, syslog, rotate, email, exec, suspend, single, and halt. - ignore, the audit daemon does nothing - syslog, the audit daemon will issue a warning to syslog - rotate, the audit daemon will rotate logs, losing the oldest to free up space - email, the audit daemon will send a warning to the email account specified in action_mail_acct as well as sending the message to syslog - exec, /path-to-script will execute the script. You cannot pass parameters to the script. The script is also responsible for telling the auditd daemon to resume logging once its completed its action - suspend, the audit daemon will stop writing records to the disk - single, the audit daemon will put the computer system in single user mode - halt, the audit daemon will shut down the system The admin_space_left_action parameter tells the system what action to take when the system has detected that it is low on disk space. Valid values are ignore, syslog, rotate, email, exec, suspend, single, and halt. - ignore, the audit daemon does nothing - syslog, the audit daemon will issue a warning to syslog - rotate, the audit daemon will rotate logs, losing the oldest to free up space - email, the audit daemon will send a warning to the email account specified in action_mail_acct as well as sending the message to syslog - exec, /path-to-script will execute the script. You cannot pass parameters to the script. The script is also responsible for telling the auditd daemon to resume logging once its completed its action - suspend, the audit daemon will stop writing records to the disk - single, the audit daemon will put the computer system in single user mode - halt, the audit daemon will shut down the system Internal Only - General.",Ensure system warns when audit logs are low on space.
IP_001,HOST_A,server,SCAN_001,FAIL,"Run the following commands to remove excess permissions, set owner, and set group on /etc/shells: # chmod u-x,go-wx /etc/shells # chown root:root /etc/shells.",3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,/etc/shells is a text file which contains the full pathnames of valid login shells. This file is consulted by chsh and available to be queried by other programs.,Ensure permissions on /etc/shells are configured.
IP_001,HOST_A,server,SCAN_001,FAIL,"- IF - a separate partition exists for /var. Edit the /etc/fstab file and add nosuid to the fourth field (mounting options) for the /var partition. Example: <device> /var <fstype> defaults,rw,nosuid,nodev,noexec,relatime 0 0 Run the following command to remount /var with the configured options: # mount -o remount /var.",3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,The nosuid mount option specifies that the filesystem cannot contain setuid files.,Ensure nosuid option set on /var partition.
IP_001,HOST_A,server,SCAN_001,FAIL,"For new installations, during installation create a custom partition setup and specify a separate partition for /var/tmp. For systems that were previously installed, create a new partition and configure /etc/fstab as appropriate. Internal Only - General.",3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,The /var/tmp directory is a world-writable directory used for temporary storage by all users and some applications. Temporary files residing in /var/tmp are to be preserved between reboots.,Ensure separate partition exists for /var/tmp.
IP_001,HOST_A,server,SCAN_001,FAIL,"- IF - a separate partition exists for /var/tmp. Edit the /etc/fstab file and add noexec to the fourth field (mounting options) for the /var/tmp partition. Example: <device> /var/tmp <fstype> defaults,rw,nosuid,nodev,noexec,relatime 0 0 Run the following command to remount /var/tmp with the configured options: # mount -o remount /var/tmp.",3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,The noexec mount option specifies that the filesystem cannot contain executable binaries.,Ensure noexec option set on /var/tmp partition.
IP_001,HOST_A,server,SCAN_001,FAIL,"- IF - a separate partition exists for /var/log. Edit the /etc/fstab file and add nosuid to the fourth field (mounting options) for the /var/log partition. Example: <device> /var/log <fstype> defaults,rw,nosuid,nodev,noexec,relatime 0 0 Run the following command to remount /var/log with the configured options: # mount -o remount /var/log.",3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,The nosuid mount option specifies that the filesystem cannot contain setuid files.,Ensure nosuid option set on /var/log partition.
IP_001,HOST_A,server,SCAN_001,FAIL,"For new installations, during installation create a custom partition setup and specify a separate partition for /home. For systems that were previously installed, create a new partition and configure /etc/fstab as appropriate. Internal Only - General.",3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,The /home directory is used to support disk storage needs of local users.,Ensure separate partition exists for /home.
IP_001,HOST_A,server,SCAN_001,FAIL,"- IF - a separate partition exists for /home. Edit the /etc/fstab file and add nodev to the fourth field (mounting options) for the /home partition. Example: <device> /home <fstype> defaults,rw,nosuid,nodev,noexec,relatime 0 0 Run the following command to remount /home with the configured options: # mount -o remount /home.",3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,The nodev mount option specifies that the filesystem cannot contain special devices.,Ensure nodev option set on /home partition.
IP_001,HOST_A,server,SCAN_001,PASS,Run the following commands to stop autofs.service and remove the autofs package: # systemctl stop autofs.service # apt purge autofs - OR - - IF - the autofs package is required as a dependency: Run the following commands to stop and mask autofs.service: # systemctl stop autofs.service # systemctl mask autofs.service.,10.3,,A.12.2.1,"autofs allows automatic mounting of devices, typically including CD/DVDs and USB drives.",Ensure autofs services are not in use.
IP_001,HOST_A,server,SCAN_001,FAIL,Install AIDE using the appropriate package manager or manual installation: # apt install aide aide-common Configure AIDE as appropriate for your environment. Consult the AIDE documentation for options. Run the following commands to initialize AIDE: # aideinit # mv /var/lib/aide/aide.db.new /var/lib/aide/aide.db.,3.14,"10.2.1,11.5",A.12.4.3,"AIDE takes a snapshot of filesystem state including modification times, permissions, and file hashes which can then be used to compare against the current state of the filesystem to detect modifications to the system.",Ensure AIDE is installed.
IP_001,HOST_A,server,SCAN_001,FAIL,"Run the following commands to set permissions on your grub configuration: # chown root:root /boot/grub/grub.cfg # chmod u-x,go-rwx /boot/grub/grub.cfg.",3.3,"7.1,7.1.1,7.1.2,7.1.3",A.9.1.1,The grub configuration file contains information on boot settings and passwords for unlocking boot options.,Ensure access to bootloader config is configured.
